sku,group_skus.0,options.0,options.1,group,fields.name,fields.brand,fields.description,fields.material,fields.pattern,fields.bullet_1,fields.bullet_2,fields.bullet_3,fields.bullet_4,fields.bullet_5,fields.target_posting_template,fields.target_listing_action,fields.garment_rise,fields.garment_waist_closure,fields.pattern_group,fields.swimwear_style,fields.textile_dry_recommendation,fields.textile_wash_recommendation,fields.upf_rating,fields.subtype,fields.gender,fields.size_grouping,fields.audience,fields.garment_back_type,fields.garment_closure_type,fields.garment_sleeve_length_type,fields.sheerness,fields.bra_cup_construction,fields.coverage,fields.tax,fields.garment_construction_details,fields.season,options.0,options.1,group,barcode,name,fields.bullet_4_x,fields.bullet_5_x,fields.weight.value,fields.package_height.value,fields.package_width.value,fields.package_length.value,fields.weight.1,fields.package_weight.value,fields.target_color,fields.abn_size,fields.bullet_4_y,fields.bullet_5_y,fields.color,fields.size
CSB001-BLK-XL,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,X Large,,,Black,XL
CSB001-MIDN-XL,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,X Large,,,Midnight,XL
CSB001-MERL-XL,variant-27,,,variant,Coppersuit - Women's Banded High Waist Swim Bottom,Coppersuit,"This season, go for a stylish, sleek beach look in our Coppersuit Banded High Waist Bottoms. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. A high waist cut flatters your hips and hugs your curves for a perfect fit. These swim bottoms will also give you extra sun protection with UPF 50+. Pair these swim bottoms with our Coppersuit Banded Halter Swim Bra for a complete look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Mid Rise,Pull-On,Solid,High Waist,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Bikini Swim Bottoms,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Banded High Waist Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,X Large,,,Merlot,XL
CSB003-BLK-S,variant-31,,,variant,Coppersuit - Women's Woven Boardshort Swim Bottom,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Woven Boardshort Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Small,,,Black,S
CSB003-BLK-M,variant-31,,,variant,Coppersuit - Women's Woven Boardshort Swim Bottom,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Woven Boardshort Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Medium,,,Black,M
CSB003-BLK-L,variant-31,,,variant,Coppersuit - Women's Woven Boardshort Swim Bottom,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Woven Boardshort Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CSB003-BLK-XL,variant-31,,,variant,Coppersuit - Women's Woven Boardshort Swim Bottom,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Woven Boardshort Swim Bottom,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,X Large,,,Black,XL
CSB002-BLK-S,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Small,,,Black,S
CSB002-MDNT-S,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Small,,,Midnight,S
CSB002-MERL-S,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Small,,,Merlot,S
CSB002-BLK-M,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Medium,,,Black,M
CSB002-MDNT-M,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Medium,,,Midnight,M
CSB002-MERL-M,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Medium,,,Merlot,M
CSB002-BLK-L,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.95609E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Black,Large,,,Black,L
CSB002-MDNT-L,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Blue,Large,,,Midnight,L
CSB002-MERL-L,variant-35,,,variant,Coppersuit - Women's Swim Swim Short,Coppersuit,"Ride the waves in casual, beach style with these Coppersuit Woven Board Shorts, which will give you a comfortable, laid-back fit. Adjust the waist to your liking with the board short's drawstrings while getting full coverage for your bottom. These unique swim bottoms are designed with copper-infused fabric for antibacterial and odor-control properties to keep you feeling fresh while you stay active all day long. Pair with our Coppersuit Long Sleeve Rash Guard for a stylish, sleek look!",Nylon,Solid,82% COPPER INFUSED NYLON 18% SPANDEX,"Our Model is 5'10 wearing a size medium. She has a 34"" bust, 24"" waist and 35.5"" hips. She usually wears a standard dress size",Copper-Infused,,,Swimsuit Bottoms,FULL,Regular,Pull-On,Solid,Boy Short,Line Dry or Lay Flat to Dry,Hand Wash,UPF 50+,Swim Shorts,Female,Womens,Adult (18 Years and Up),,Pull-On,,,,Full,,,Vacation,,,variant,1.9561E+11,Coppersuit - Women's Swim Swim Short,"Antibacterial ,Fights Odor,May Improve Blood Flow,Durable Fabric",,0.4,1,10,8,0.4,0.5,Red,Large,,,Merlot,L
